train_loss,val_loss
0.6789936125278473,0.5139777660369873
0.5247311264276504,0.5063262581825256
0.500796964764595,0.48917949199676514
0.44745664596557616,0.46071529388427734
0.42063921988010405,0.4500407576560974
0.38742490112781525,0.4416380822658539
0.36851729154586793,0.4364451467990875
0.34851403534412384,0.429867148399353
0.3279935270547867,0.4247440695762634
0.31033640503883364,0.410540908575058
0.2947244495153427,0.40389931201934814
0.27828862965106965,0.4004311263561249
0.2683985471725464,0.39666619896888733
0.2568527102470398,0.37919333577156067
0.2532745972275734,0.3806016445159912
0.24695100635290146,0.3830663859844208
0.2364289253950119,0.37860286235809326
0.22508911192417144,0.37750041484832764
0.22164629101753236,0.36715787649154663
0.2161382704973221,0.3576832711696625
0.21440113484859466,0.36988693475723267
0.2106178268790245,0.36301612854003906
0.2060722976922989,0.3729659616947174
0.20715197175741196,0.39502525329589844
0.20582643896341324,0.4066496193408966
0.20321035534143447,0.434067964553833
0.2042788177728653,0.42838144302368164
0.1996808722615242,0.4389047622680664
0.19024084210395814,0.40687280893325806
0.18614240884780883,0.4186133146286011
0.18453089892864227,0.4079025089740753
0.18465979099273683,0.4201134443283081
0.18090410232543946,0.4037678837776184
0.17335846424102783,0.4174236059188843
0.1723631203174591,0.4223719835281372
0.17214449048042296,0.42824357748031616
0.17413380444049836,0.5042954683303833
0.17336539626121522,0.4017345905303955
0.1752244397997856,0.4537372589111328
0.17556391209363936,0.4740062952041626
0.17432018518447875,0.5988979339599609
0.20754692405462266,0.4849233627319336
0.21158483177423476,0.5935407876968384
0.2066823050379753,0.5327430367469788
0.1943289339542389,0.6139398813247681
0.21652971357107162,1.2788289785385132
0.3281383365392685,0.6391348838806152
0.3259485960006714,0.5163028836250305
0.27868855744600296,0.5231723189353943
0.255836521089077,0.5009358525276184
