train_loss,val_loss
0.3150020971894264,0.25836652517318726
0.28374687433242796,0.25019973516464233
0.25096329152584074,0.2679375112056732
0.22954838573932648,0.25824034214019775
0.20777766704559325,0.26214200258255005
0.1858447089791298,0.2638583183288574
0.18170288652181626,0.26944831013679504
0.17600755244493485,0.28157415986061096
0.18284771591424942,0.2860020399093628
0.17742603570222854,0.3030681908130646
0.18600505441427231,0.2914276123046875
0.23183776289224625,0.3501230478286743
0.37858788669109344,1.3178175687789917
0.3535960614681244,0.5045303702354431
0.3252379834651947,0.41823041439056396
0.2947639375925064,0.3914455771446228
0.265553779900074,0.38016924262046814
0.2435291290283203,0.379204660654068
0.22332409769296646,0.37117135524749756
0.22092476785182952,0.3753083348274231
0.20305105149745942,0.38853394985198975
0.19321247339248657,0.37559619545936584
0.18031960725784302,0.3771654963493347
0.18112658113241195,0.3760596811771393
0.17494049221277236,0.3843846321105957
0.1782656952738762,0.3993297219276428
0.17186926007270814,0.38158586621284485
0.16720795184373854,0.3832356631755829
0.16435853838920594,0.39636844396591187
0.15985389947891235,0.3799513578414917
0.15977249145507813,0.3874385952949524
0.16518513709306717,0.4510417878627777
0.17724790722131728,0.4461873173713684
0.17177337259054185,0.4457626938819885
0.18489557206630708,0.4674363434314728
0.18798623383045196,0.4672141671180725
0.18323082327842713,0.53767329454422
0.18665212243795395,0.47482213377952576
0.17107632905244827,0.4478093981742859
0.16115306615829467,0.44748151302337646
0.15388180017471315,0.4296572208404541
0.15087183862924575,0.44904541969299316
0.1526830106973648,0.472121924161911
0.15824330300092698,0.4194987714290619
0.15735246986150742,0.41754353046417236
0.15430495589971543,0.5075857639312744
0.15376678705215455,0.47955796122550964
0.1521896556019783,0.5078202486038208
0.14782389402389526,0.47770050168037415
0.15308839231729507,0.4945094585418701
