train_loss,val_loss
0.28022606670856476,0.4195578694343567
0.27746582925319674,0.30366483330726624
0.24224631786346434,0.2761566638946533
0.21117841005325316,0.2596830725669861
0.20762117803096772,0.2676457464694977
0.1822025030851364,0.26546016335487366
0.17282903790473939,0.2629813849925995
0.16326430141925813,0.26447489857673645
0.16183799356222153,0.26025745272636414
0.15698466449975967,0.278218150138855
0.15388065278530122,0.28352218866348267
0.15653657913208008,0.30420854687690735
0.15815263688564302,0.3103204667568207
0.17258227318525315,0.3820633292198181
0.16974811255931854,0.36754822731018066
0.17743369191884995,0.676939070224762
0.16785340756177902,0.39025765657424927
0.17784809917211533,0.7831737399101257
0.22102388888597488,0.5133944749832153
0.22592116594314576,0.5627598762512207
0.21001428067684175,0.6882625222206116
0.18702437430620195,0.5679205060005188
0.17515537589788438,0.5637356042861938
0.16396357268095016,0.6988416910171509
0.15822173058986663,0.4682121276855469
0.15126683861017226,0.5396180748939514
0.1440011128783226,0.5010150671005249
0.1405184671282768,0.538049578666687
0.1418692424893379,0.5763915181159973
0.1421758383512497,0.5988737344741821
0.14149713814258574,0.48090118169784546
0.1597432553768158,1.001587152481079
0.1865593209862709,0.8715622425079346
0.19578844904899598,0.7775267362594604
0.32325188964605334,0.9555215835571289
0.47645453214645384,0.8681169748306274
0.40823410749435424,0.5981595516204834
0.3515481561422348,0.48317065834999084
0.30839163064956665,0.4607889652252197
0.2932629734277725,0.4480423331260681
0.2769221246242523,0.4379398822784424
0.259548956155777,0.44177675247192383
0.24019339978694915,0.43891799449920654
0.22727702856063842,0.44179797172546387
0.2185306042432785,0.46870869398117065
0.21528273671865464,0.4695318639278412
0.2071296751499176,0.46958011388778687
0.20144962519407272,0.5129660367965698
0.19358282387256623,0.47445690631866455
0.1950513869524002,0.5051735639572144
